"","lon","lat","species"
"254",136.705421,34.486521,1
"255",137.572022,35.530617,1
"256",139.583148,35.327675,1
"257",-84.507575,33.867338,1
"258",-83.113044,34.820887,1
"259",-84.087338,34.012966,1
"260",-84.544067,34.053842,1
"261",-82.750911,34.423475,1
"262",-84.443718,34.522614,1
"263",135.808134,35.065702,1
"264",120.718926,23.607988,1
"265",-83.904578,33.893147,1
"266",119.727522,29.760387,1
"267",119.72715,29.761105,1
"268",138.950487,35.708922,1
"269",139.130814,35.245808,1
"270",126.99378,36.026805,1
"271",-84.286314,33.777128,1
"272",139.629562,35.457037,1
"273",-83.280533,33.969425,1
"274",140.098908,36.110192,1
"275",139.097106,34.907822,1
"276",-84.556175,33.875195,1
"277",-83.975809,34.075441,1
"278",135.671862,35.017053,1
"279",120.714078,23.472113,1
"280",139.10585,35.232895,1
"281",139.105592,35.232953,1
"282",126.993796,36.025447,1
"283",-83.971182,34.074587,1
"284",-83.971242,34.074647,1
"285",-84.201241,33.861542,1
"286",-84.328698,34.078889,1
"287",126.910472,36.062434,1
"288",-84.086044,34.222645,1
"289",-85.339906,35.005251,1
"290",135.778533,34.969475,1
"292",127.299445,35.977511,1
"293",-83.298058,33.944092,1
"294",-84.35459,33.940839,1
"295",-84.134996,33.893066,1
"296",-84.648373,34.893162,1
"297",-82.842238,34.81815,1
"298",139.206715,35.815426,1
"299",135.778606,34.968268,1
"300",121.329671,25.000154,1
"301",130.55275,33.530315,1
"302",-83.388357,33.927289,1
"303",79.55914,29.790368,1
"304",79.478185,29.344766,1
"305",-84.961502,34.473397,1
"306",-84.961522,34.473398,1
"307",-84.304704,33.805741,1
"308",-84.304664,33.80578,1
"309",-84.304659,33.805774,1
"310",127.114892,37.728547,1
"311",127.115343,37.727654,1
"312",127.114736,37.728461,1
"313",134.053008,34.848494,1
"314",129.881958,32.754578,1
"315",127.115343,37.727679,1
"316",-84.343955,33.736387,1
"317",-84.09533,34.095203,1
"318",-84.986546,34.465501,1
"319",-83.956458,34.612092,1
"320",135.587295,35.489345,1
"321",128.49154,35.791171,1
"322",135.367829,35.476109,1
"323",116.502172,40.077342,1
"324",116.502172,40.077342,1
"325",120.591767,36.210738,1
"326",-84.318516,33.795612,1
"327",-84.318289,33.795876,1
"328",-84.316157,33.802553,1
"329",-83.863425,34.242358,1
"330",-83.616295,34.615906,1
"331",-84.138608,34.254731,1
"332",-84.023544,34.071358,1
"333",-84.364288,34.016964,1
"334",-82.78273,35.011544,1
"335",-84.334016,33.778085,1
"336",-84.574029,33.940844,1
"337",-83.382829,33.98683,1
"341",126.926168,35.494508,1
"342",116.182563,39.978212,1
"343",-83.450408,34.753237,1
"344",-83.450333,34.75312,1
"345",-83.007753,34.802333,1
"346",127.404368,35.756294,1
"347",127.404448,35.756294,1
"348",127.405896,35.756242,1
"349",-84.489267,33.510039,1
"350",-83.370691,33.929742,1
"351",-84.04849,34.058453,1
"352",-84.34298,34.650395,1
"353",-84.446115,34.039339,1
"354",-83.99881,33.618164,1
"355",-84.33033,33.761487,1
"356",-84.689219,33.995596,1
"357",-84.497978,34.038833,1
"358",-84.067339,34.042904,1
"359",-84.574578,34.108131,1
"360",-76.748558,39.204416,1
"361",-76.748765,39.204305,1
"362",-76.748784,39.204307,1
"363",-76.748799,39.204311,1
"364",-76.747843,39.203744,1
"365",-76.747741,39.203548,1
"366",-76.747173,39.201784,1
"367",-84.483842,34.11295,1
"368",140.104329,36.100645,1
"369",-84.098878,33.914531,1
"370",-83.131876,34.793588,1
"371",-84.128144,33.797838,1
"372",-82.842336,34.743548,1
"373",128.462244,35.702925,1
"374",139.570053,35.700822,1
"375",-84.54197,34.6148,1
"376",116.17087,40.002132,1
"377",-82.842597,34.743104,1
"378",-84.283407,33.813766,1
"379",127.000452,35.184872,1
"380",127.00049,35.184631,1
"381",-84.24012,34.121825,1
"382",-82.389548,34.331961,1
"384",-84.878476,33.922251,1
"385",140.19832,39.629333,1
"386",140.197154,39.626293,1
"387",-83.881955,33.916269,1
"389",118.119085,29.242031,1
"390",140.200385,39.627408,1
"391",-84.099228,34.616847,1
"392",-84.4894,33.509658,1
"393",140.199678,39.630429,1
"394",126.658318,33.49903,1
"395",-84.279045,33.747862,1
"396",-84.316856,33.76886,1
"397",-84.372445,34.486533,1
"398",138.945228,34.679553,1
"399",138.929353,34.659528,1
"400",79.615943,29.505437,1
"401",-82.834617,34.674717,1
"402",-82.36521,34.790157,1
"403",101.599056,22.029583,1
"404",101.604764,22.034589,1
"405",101.597069,22.020005,1
"406",-84.458528,33.93547,1
"407",-84.602173,34.291199,1
"408",-84.111252,34.389668,1
"409",-84.233872,33.8661,1
"410",129.151001,35.157654,1
"411",-83.721256,34.645081,1
"412",140.768207,40.82752,1
"413",135.671475,35.016834,1
"414",115.086769,28.882543,1
"415",-83.712237,34.69172,1
"416",-83.712288,34.69165,1
"417",139.462008,35.638028,1
"418",-83.91542,33.903428,1
"419",139.290836,35.393207,1
"420",-83.840533,34.554431,1
"421",-82.795834,35.101589,1
"422",-84.33992,34.002991,1
"423",116.342731,40.132826,1
"424",139.011871,35.272888,1
"425",-84.320825,33.77672,1
"426",-85.058997,35.050128,1
"427",-76.759129,39.202486,1
"428",-76.759108,39.202484,1
"429",-76.759108,39.202481,1
"430",127.328595,35.000849,1
"431",-84.333503,34.636862,1
"434",-83.453643,33.987447,1
"435",-83.86923,33.620039,1
"436",-84.228737,33.835506,1
"437",139.184357,35.273804,1
"438",140.200395,39.62685,1
"439",-85.05558,35.042995,1
"440",-76.759129,39.202486,1
"441",-76.759129,39.202486,1
"442",-76.759129,39.202486,1
"443",-76.759129,39.202486,1
"444",-76.759129,39.202486,1
"445",-84.117742,33.887663,1
"447",-84.292887,33.8107,1
"448",-84.245147,34.566287,1
"449",-84.083984,34.181091,1
"450",-82.821997,34.644986,1
"451",-82.827126,34.650247,1
"452",-82.826877,34.669567,1
"453",-83.501113,34.830475,1
"454",-82.683361,34.570526,1
"455",128.488651,35.795387,1
"456",128.488693,35.795283,1
"457",128.490382,35.795116,1
"459",-84.364517,33.790657,1
"460",-84.360778,34.547778,1
"461",-82.021463,34.14686,1
"462",-81.829926,34.872486,1
"463",-84.159981,33.571028,1
"464",-84.751463,34.176113,1
"465",-84.324651,33.769761,1
"466",-84.190987,34.188828,1
"467",140.198216,39.628692,1
"468",140.200638,39.626625,1
"469",140.200303,39.626747,1
"470",139.64183,35.784508,1
"471",138.745117,35.522038,1
"472",-83.027748,34.596356,1
"473",116.398068,40.011762,1
"474",128.486585,35.794046,1
"475",-85.353325,34.997063,1
"476",-85.062928,35.045064,1
"477",-85.064453,35.046617,1
"478",-85.062605,35.051375,1
"479",-84.234159,33.792086,1
"480",-83.08258,34.84927,1
"481",-84.250847,33.510677,1
"482",-82.871741,34.840646,1
"483",-84.240883,33.751913,1
"484",134.32515,35.221429,1
"485",-82.834919,34.81516,1
"486",128.486917,35.793132,1
"487",-84.955084,35.136909,1
"488",-82.61515,34.511627,1
"489",-84.248322,34.559233,1
"490",-83.90475,33.893275,1
"491",-84.245225,34.566263,1
"492",-84.1156,33.84568,1
"493",-84.004164,33.528268,1
"494",139.238193,35.431787,1
"495",139.244923,35.427438,1
"496",139.627644,35.764312,1
"497",-84.501878,34.017928,1
"498",-84.047197,34.058985,1
"499",-84.972488,33.947876,1
"500",129.088425,35.262775,1
"501",-84.514746,33.841098,1
"502",-82.354378,34.778994,1
"503",-83.085314,34.134237,1
"504",-84.114067,33.664672,1
"505",-82.895017,34.535048,1
"506",127.111581,37.173622,1
"507",127.111561,37.174659,1
"508",-85.056192,35.043075,1
"509",-85.065597,35.041542,1
"510",-85.062272,35.047011,1
"511",-84.547336,34.318086,1
"512",-84.54593,34.316685,1
"513",-84.545851,34.316816,1
"514",-83.912982,33.528898,1
"515",-84.545611,34.316841,1
"516",-84.545028,34.316806,1
"517",-84.544544,34.316057,1
"518",-84.544714,34.316295,1
"519",-84.545958,34.3167,1
"520",123.416568,41.846696,1
"521",-84.751495,34.175972,1
"522",-83.876457,33.573631,1
"523",-84.07896,33.86049,1
"524",-82.792245,34.820235,1
"525",-84.332143,33.944623,1
"526",140.197167,39.626656,1
"527",118.870522,32.063133,1
"528",139.574581,35.265519,1
"529",-84.687702,33.994295,1
"530",140.197379,39.627396,1
"531",129.02262,35.542787,1
"532",129.022822,35.542819,1
"533",129.02329,35.542634,1
"534",-82.825786,34.63682,1
"535",-82.825523,34.640728,1
"536",-82.886397,34.665558,1
"537",-82.426585,34.515406,1
"538",-82.825972,34.636676,1
"539",-85.05935,35.042933,1
"540",-85.05745,35.043708,1
"541",-85.06005,35.045064,1
"542",-84.424576,33.761261,1
"543",131.993359,43.223869,1
"544",127.152531,35.811156,1
"546",139.254246,35.421746,1
"547",139.259189,35.418257,1
"548",139.248909,35.424443,1
"549",-84.50863,34.433224,1
"550",-84.575692,33.867072,1
"551",-84.58451,33.979768,1
"552",-82.493034,34.57905,1
"553",133.890548,35.41117,1
"554",140.202496,39.624332,1
"555",139.654495,35.783553,1
"556",139.651458,35.784503,1
"557",139.647688,35.785583,1
"558",130.573197,33.620853,1
"560",-83.436295,34.711947,1
"561",140.19925,39.626822,1
"562",135.677263,34.675812,1
"563",135.676886,34.674647,1
"564",-84.048042,34.313797,1
"565",-84.046427,34.315253,1
"566",-82.450263,34.264472,1
"567",129.318998,36.246702,1
"568",129.318119,36.250888,1
"569",-84.548978,34.322893,1
"570",-83.323303,34.785343,1
"571",-84.006721,33.978345,1
"572",-84.006741,33.978317,1
"573",-84.006928,33.977937,1
"574",-83.700229,33.793264,1
"575",-84.164473,33.809986,1
"576",-84.047862,34.313867,1
"577",-83.37078,33.933338,1
"578",-84.549212,34.323224,1
"579",140.030242,37.025425,1
"580",-84.242425,34.228713,1
"581",129.311643,36.2537,1
"582",-85.124313,35.111351,1
"583",-82.842583,34.723703,1
"584",-82.426587,34.515405,1
"585",-82.340256,34.927816,1
"586",-82.34099,34.927915,1
"587",-82.238339,34.227232,1
"589",126.569723,36.692306,1
"590",-84.453576,33.733933,1
"591",-82.672654,34.519759,1
"592",129.33212,35.787615,1
"593",-82.351272,34.779989,1
"594",-82.832358,34.673588,1
"595",-83.733674,33.588621,1
"596",-83.732212,33.589304,1
"597",139.551527,35.405233,1
"598",139.546936,35.337494,1
"599",116.264905,40.031139,1
"600",-84.295624,33.76216,1
"601",-82.425924,34.513741,1
"602",-84.247878,33.807758,1
"603",139.554779,35.427875,1
"604",-83.699063,34.098895,1
"605",138.771465,35.504354,1
"606",-83.854868,34.302548,1
"607",121.564037,38.876334,1
"608",121.564045,38.876357,1
"609",-84.342567,34.126889,1
"610",-84.820462,34.528142,1
"611",-84.044027,34.316361,1
"612",-84.283407,33.813686,1
"613",116.29923,40.129775,1
"618",-85.06378,35.042697,1
"619",128.96003,35.661566,1
"620",128.972383,35.647383,1
"621",128.972283,35.64745,1
"622",126.312827,33.239346,1
"623",-84.483688,34.021735,1
"624",-84.020847,34.089137,1
"625",-83.155311,33.881437,1
"626",-84.390735,34.127021,1
"627",-85.05738,35.044006,1
"628",139.242195,35.427857,1
"629",139.240806,35.428429,1
"630",139.237435,35.4307,1
"631",139.239856,35.429383,1
"632",140.197032,39.627232,1
"633",135.848403,34.683997,1
"634",-84.374488,33.862422,1
"635",-83.774628,34.366233,1
"636",-84.117508,33.887451,1
"637",-82.591392,35.081883,1
"638",129.039322,37.683692,1
"640",129.099173,37.271763,1
"641",129.09932,37.271496,1
"642",129.10065,37.271025,1
"643",129.110758,37.261261,1
"644",-82.806839,34.679092,1
"645",-83.374879,33.924366,1
"646",-84.326163,33.771662,1
"648",129.034378,37.690675,1
"649",138.699463,36.355908,1
"650",-84.308311,33.787957,1
"651",-84.308311,33.787957,1
"652",-82.358247,34.777042,1
"653",-84.109108,34.163067,1
"654",140.844883,38.244757,1
"655",-84.239128,33.815893,1
"656",-82.827227,34.668544,1
"657",-82.827544,34.667803,1
"658",-83.872039,33.620551,1
"659",-84.021236,33.597868,1
"660",-83.870269,33.619244,1
"661",-83.868092,33.619356,1
"662",-83.867897,33.618821,1
"663",-83.867841,33.618933,1
"664",-83.867842,33.618916,1
"665",-83.86785,33.619022,1
"666",-83.868061,33.620397,1
"667",-82.351272,34.779989,1
"668",-83.869452,33.620046,1
"669",134.299906,34.480228,1
"670",-82.62043,34.659414,1
"671",128.447753,38.07977,1
"672",114.208237,39.439758,1
"673",119.612,30.475,1
"674",127.952438,37.355072,1
"675",128.489724,35.782351,1
"676",128.489285,35.782393,1
"677",-83.998686,34.249545,1
"678",-84.283049,33.806827,1
"679",128.494014,37.060625,1
"680",128.49387,37.060603,1
"681",-84.304545,34.035539,1
"682",-83.484847,33.895108,1
"683",-84.544974,34.316749,1
"684",-84.544533,34.31609,1
"685",-83.885642,34.04165,1
"686",-84.543974,34.315674,1
"687",-84.301017,34.026347,1
"688",-84.353683,34.009461,1
"689",116.340008,40.021225,1
"690",118.878096,33.747021,1
"691",77.150436,31.044867,1
"692",128.495317,35.79114,1
"693",139.099446,34.906002,1
"694",-83.725333,34.695312,1
"695",127.988472,36.844541,1
"696",127.986341,36.844224,1
"697",-84.265838,33.864985,1
"698",-82.823745,34.64465,1
"700",128.052704,34.769642,1
"701",-83.730042,34.702072,1
"702",-84.33265,33.956287,1
"703",138.699463,36.355908,1
"704",-82.886855,34.666138,1
"705",-84.407372,34.20457,1
"706",-84.26264,33.80013,1
"707",-83.369813,33.930278,1
"708",-83.369927,33.930048,1
"709",-83.371209,33.929661,1
"710",-83.37535,33.924674,1
"712",-82.622322,34.509362,1
"713",-82.623122,34.506875,1
"714",-84.448986,33.877862,1
"715",-84.3246,33.913387,1
"716",139.381099,35.459645,1
"717",-84.417904,34.427523,1
"718",-84.553488,34.319245,1
"719",-83.831985,34.24614,1
"720",-84.269622,33.845863,1
"722",-84.14994,33.891823,1
"724",-83.336242,34.838897,1
"725",-82.578676,35.086372,1
"726",136.661318,36.563177,1
"727",-83.767687,34.254508,1
"728",127.223962,37.548645,1
"729",-83.840753,33.923008,1
"730",-84.35858,33.733337,1
"731",-82.958717,35.074691,1
"732",-84.445258,34.546681,1
"733",-84.924949,34.505812,1
"734",-84.352623,33.808808,1
"735",-84.352623,33.808807,1
"736",-82.834516,34.674145,1
"737",-82.879412,34.690194,1
"738",-82.833625,34.652875,1
"739",-83.838013,34.163033,1
"740",138.262051,36.392686,1
"741",-84.378268,34.002639,1
"742",137.814097,35.967783,1
"743",133.955475,34.655681,1
"744",128.527141,35.935187,1
"745",128.527121,35.935216,1
"746",128.52696,35.934923,1
"747",128.473131,35.768583,1
"748",138.139915,35.119355,1
"749",135.472445,34.840338,1
"750",117.337542,30.196035,1
"751",139.46414,35.639155,1
"752",139.466078,35.641258,1
"753",139.476379,35.646276,1
"754",139.48085,35.646312,1
"755",139.416187,35.617553,1
"756",120.609352,23.610382,1
"757",-84.376351,34.00238,1
"758",-85.134644,34.961442,1
"759",-82.167245,33.551195,1
"760",-84.148178,34.003753,1
"762",-82.821246,34.672277,1
"763",-82.821246,34.672277,1
"764",130.020797,33.428392,1
"765",-84.051127,34.079783,1
"766",-84.051127,34.079783,1
"767",140.1205,35.116542,1
"768",116.253122,40.029852,1
"769",127.133357,36.787836,1
"770",127.241301,37.92419,1
"771",127.241106,37.92345,1
"772",127.241128,37.923365,1
"773",127.240772,37.92311,1
"774",127.241072,37.923039,1
"775",127.240118,37.923028,1
"776",-84.633393,33.740645,1
"777",-85.063388,35.044624,1
"778",-84.296408,33.785225,1
"779",-83.21872,34.388683,1
"780",-84.687038,33.993554,1
"781",-84.689175,33.995622,1
"782",-83.710559,34.759311,1
"783",138.771667,35.505805,1
"784",120.925234,24.395824,1
"785",120.937605,24.406216,1
"786",-84.334313,33.890529,1
"787",-84.024526,34.013403,1
"788",-83.01769,34.648666,1
"789",-83.017666,34.648587,1
"790",-83.017627,34.648781,1
"791",-82.28545,34.719695,1
"792",-82.285595,34.719842,1
"793",131.994161,43.224456,1
"794",118.119085,29.242031,1
"795",135.472346,34.847071,1
"796",-84.501287,34.076469,1
"797",-84.124283,33.660642,1
"798",-84.58345,34.038793,1
"799",113.049949,24.906908,1
"800",-84.32615,33.791125,1
"801",-84.804307,33.913412,1
"802",-84.540787,34.118406,1
"803",-84.537431,33.851671,1
"804",-84.574347,33.94068,1
"805",-84.711622,33.781736,1
"808",139.465279,35.631562,1
"809",134.397767,35.33648,1
"810",-85.348151,35.147695,1
"811",-84.70793,34.154714,1
"812",-83.753866,34.595021,1
"813",-83.711971,34.695423,1
"814",-84.552986,34.119274,1
"815",-84.479079,34.233761,1
"816",-84.009239,33.979492,1
"818",-82.834412,34.646912,1
"820",-84.208138,34.592042,1
"821",-82.544742,34.84546,1
"822",-84.332778,33.956667,1
"823",-84.317021,33.951487,1
"824",-84.215347,34.595417,1
"825",-83.034436,34.768378,1
"826",-82.48635,34.833967,1
"827",133.757263,33.882625,1
"828",120.997468,29.214902,1
"829",128.491553,35.788385,1
"830",135.472612,34.840355,1
"831",127.075089,34.943145,1
"832",135.781387,35.16602,1
"833",-83.721299,34.727389,1
"834",-84.581287,34.20482,1
"835",-82.400147,34.848203,1
"836",-84.474834,34.383751,1
"837",-84.703767,34.147399,1
"838",120.595525,36.211443,1
"839",120.59706,36.210853,1
"840",-84.342502,34.125654,1
"841",-83.860267,34.172557,1
"842",-83.102753,34.4361,1
"843",-84.498078,34.090153,1
"844",121.869814,29.827929,1
"845",-83.16141,34.297643,1
"846",135.788559,35.009013,1
"847",-82.84983,34.726058,1
"848",-84.549903,34.323563,1
"849",126.742867,33.486338,1
"850",126.744745,33.49588,1
"851",126.773419,33.53727,1
"852",-82.289123,34.727052,1
"853",-82.289129,34.729091,1
"854",-82.290159,34.729655,1
"855",-82.289579,34.726453,1
"856",-82.289214,34.726629,1
"857",-82.28944,34.726497,1
"858",-84.081314,34.238583,1
"859",135.785355,34.993337,1
"860",-83.971527,34.543087,1
"861",137.855786,36.714667,1
"862",116.171497,40.004987,1
"863",-85.373178,35.122136,1
"864",-85.373178,35.122125,1
"865",-84.239533,33.814331,1
"866",-84.58128,34.20481,1
"867",-82.841794,34.740206,1
"868",-82.71145,35.045278,1
"869",-84.500528,34.095414,1
"870",-84.500337,34.094642,1
"871",-84.500205,34.094467,1
"872",138.954453,35.285655,1
"873",-84.733837,33.715236,1
"875",-82.816887,34.673808,1
"877",137.235149,36.131645,1
"879",135.847999,34.681404,1
"880",135.84834,34.681256,1
"881",-84.153406,33.869747,1
"882",-83.592194,34.115363,1
"883",-82.84205,34.565205,1
"884",140.030386,37.025081,1
"888",139.570752,35.512692,1
"889",-85.07685,34.510958,1
"890",-84.37905,33.971387,1
"891",-82.782905,34.731047,1
"892",-85.13556,35.394616,1
"893",135.18805,35.593042,1
"894",134.236512,35.543747,1
"895",133.469375,35.382622,1
"896",-83.536522,34.809156,1
"897",119.410637,30.383577,1
"898",-82.823058,34.67502,1
"899",-83.750452,34.048427,1
"900",-84.60032,34.8201,1
"901",-83.853867,34.302345,1
"904",116.165952,25.154397,1
"905",-84.259443,33.746138,1
"906",-82.688866,34.512413,1
"907",-83.9655,33.552412,1
"908",135.77655,34.969967,1
"909",-84.294175,33.762126,1
"910",-85.26961,34.92769,1
"912",133.508513,35.487928,1
"913",123.326411,41.658428,1
"914",-85.344803,35.011928,1
"915",-84.341928,34.027386,1
"916",-83.145846,34.681296,1
"917",-83.306339,33.927421,1
"918",-84.404105,34.149586,1
"919",-82.78806,34.698431,1
"920",-76.782417,39.202155,1
"921",-84.438892,34.165807,1
"922",-82.824097,34.672562,1
"923",127.207322,37.293153,1
"924",137.089233,35.174442,1
"925",-85.344614,35.012102,1
"926",-85.344614,35.012102,1
"927",-85.309687,35.143464,1
"928",-84.262127,33.812918,1
"929",115.748417,36.088183,1
"930",-84.68935,33.993059,1
"931",-82.373322,34.928483,1
"932",-84.742719,33.912587,1
"933",-82.915633,34.766433,1
"934",139.648894,35.320931,1
"935",-84.259512,33.746154,1
"936",131.430345,31.879488,1
"937",129.068414,35.287413,1
"941",120.687773,23.650012,1
"942",139.73112,36.853674,1
"943",139.719457,36.860015,1
"944",139.575078,35.70038,1
"945",120.689842,23.650858,1
"946",120.689503,23.642468,1
"947",120.142083,30.251143,1
"948",-82.834489,34.673691,1
"949",-82.826895,34.669402,1
"950",-84.583049,33.981845,1
"951",139.436515,35.656321,1
"953",-84.156799,33.899182,1
"954",-84.407319,34.132927,1
